Datetime,Open,High,Low,Close,Adj Close,Volume
2024-08-20 11:45:00-05:00,15.550000190734863,15.569999694824219,15.520000457763672,15.520000457763672,15.520000457763672,0
2024-08-20 11:50:00-05:00,15.520000457763672,15.670000076293945,15.5,15.670000076293945,15.670000076293945,0
2024-08-20 11:55:00-05:00,15.65999984741211,15.729999542236328,15.65999984741211,15.729999542236328,15.729999542236328,0
2024-08-20 12:00:00-05:00,15.729999542236328,15.920000076293945,15.729999542236328,15.869999885559082,15.869999885559082,0
2024-08-20 12:05:00-05:00,15.869999885559082,15.890000343322754,15.760000228881836,15.760000228881836,15.760000228881836,0
2024-08-20 12:10:00-05:00,15.760000228881836,15.800000190734863,15.75,15.800000190734863,15.800000190734863,0
2024-08-20 12:15:00-05:00,15.789999961853027,15.819999694824219,15.770000457763672,15.789999961853027,15.789999961853027,0
2024-08-20 12:20:00-05:00,15.789999961853027,15.859999656677246,15.789999961853027,15.84000015258789,15.84000015258789,0
2024-08-20 12:25:00-05:00,15.850000381469727,15.859999656677246,15.789999961853027,15.829999923706055,15.829999923706055,0
2024-08-20 12:30:00-05:00,15.829999923706055,15.84000015258789,15.819999694824219,15.84000015258789,15.84000015258789,0
